ID,DATE,ROUTE,centre_BUS
C01324,2024-07-16,Ligne 467,DEFENSE OUEST
C01695,2024-07-16,Ligne 247,PAVILLONS
C01341,2024-07-16,Ligne 545,PARIS EST
C02008,2024-07-16,Ligne 353,SAINT DENIS
C01261,2024-07-16,Ligne ORLYBUS,QUAIS DE SEINE
C01250,2024-07-16,Ligne 262,DEFENSE OUEST
C01193,2024-07-16,Ligne 172,VITRY
C01146,2024-07-16,Ligne 117,CRETEIL-ST MAUR   
C01249,2024-07-16,Ligne 261,SAINT DENIS
C01365,2024-07-16,Ligne TUVIM,SEINE RIVE GAUCHE
C01089,2024-07-16,Ligne 48,PARIS EST
C01243,2024-07-16,Ligne 251,PAVILLONS
C01185,2024-07-16,Ligne 163,DEFENSE OUEST
C01317,2024-07-16,Ligne 391,SEINE RIVE GAUCHE
C01157,2024-07-16,Ligne 128,MONTROUGE   
C01809,2024-07-16,Ligne 380,VITRY
C01220,2024-07-16,Ligne 203,BORDS DE MARNE
C01289,2024-07-16,Ligne 330,FLANDRE
C01277,2024-07-16,Ligne 308,CRETEIL-ST MAUR   
C01286,2024-07-16,Ligne 322,PARIS EST
C01354,2024-07-16,Ligne TUC,RIVES NORD
C01174,2024-07-16,Ligne 150,FLANDRE
C01218,2024-07-16,Ligne 199,MONTROUGE
C01265,2024-07-16,Ligne 290,SEINE RIVE GAUCHE
C01213,2024-07-16,Ligne 192,THIAIS
C01141,2024-07-16,Ligne 112,CRETEIL-ST MAUR   
C01416,2024-07-16,Ligne N16,PARIS EST
C01151,2024-07-16,Ligne 122,PARIS EST
C01322,2024-07-16,Ligne 399,MONTROUGE
C02459,2024-07-16,Ligne 382,THIAIS
C01326,2024-07-16,Ligne 485,THIAIS
C01149,2024-07-16,Ligne 120,BORDS DE MARNE
C01230,2024-07-16,Ligne 216,MONTROUGE
C01367,2024-07-16,Ligne V6,QUAIS DE SEINE
C01199,2024-07-16,Ligne 178,RIVES NORD
C01084,2024-07-16,Ligne 39,PARIS SUD OUEST
C01245,2024-07-16,Ligne 253,SAINT DENIS
C01237,2024-07-16,Ligne 238,RIVES NORD
C01148,2024-07-16,Ligne 119,MONTROUGE
C01819,2024-07-16,Ligne 208S,CRETEIL-ST MAUR   
C01352,2024-07-16,Ligne TIM,PARIS SUD OUEST
C02437,2024-07-16,Ligne 209,BORDS DE MARNE
C01298,2024-07-16,Ligne 350,FLANDRE
C01398,2024-07-16,Ligne N34,BORDS DE MARNE
C01076,2024-07-16,Ligne 26,BELLIARD
C01160,2024-07-16,Ligne 132,VITRY
C01839,2024-07-16,Ligne PORT,RIVES NORD
C02081,2024-07-16,Ligne 559C,DEFENSE OUEST
C01318,2024-07-16,Ligne 393,CRETEIL-ST MAUR   
C01407,2024-07-16,Ligne N22,THIAIS
C01395,2024-07-16,Ligne N44,SAINT DENIS
C02246,2024-07-16,Ligne 71,PARIS EST
C01075,2024-07-16,Ligne 24,CRETEIL-ST MAUR   
C01292,2024-07-16,Ligne 340,RIVES NORD
C01288,2024-07-16,Ligne 325,VITRY
C01808,2024-07-16,Ligne 254,SAINT DENIS
C01359,2024-07-16,Ligne V3,VITRY
C01170,2024-07-16,Ligne 145,PAVILLONS
C01135,2024-07-16,Ligne 106,CRETEIL-ST MAUR   
C01406,2024-07-16,Ligne N43,AUBERVILLIERS
C01254,2024-07-16,Ligne 272,DEFENSE OUEST
C01361,2024-07-16,Ligne V2,THIAIS
C01334,2024-07-16,Ligne 520,BORDS DE MARNE
C01756,2024-07-16,Ligne 337,SAINT DENIS
C01330,2024-07-16,Ligne BIEVRES,QUAIS DE SEINE
C01328,2024-07-16,Ligne 492,THIAIS
C01285,2024-07-16,Ligne 321,BORDS DE MARNE
C02205,2024-07-16,Ligne PC,BELLIARD
C01088,2024-07-16,Ligne 47,VITRY
C01353,2024-07-16,Ligne SUBB,PARIS SUD OUEST
C01304,2024-07-16,Ligne 360,DEFENSE OUEST
C02082,2024-07-16,Ligne 559D,DEFENSE OUEST
C01136,2024-07-16,Ligne 107,CRETEIL-ST MAUR   
C01362,2024-07-16,Ligne V5,QUAIS DE SEINE
C01198,2024-07-16,Ligne 177,RIVES NORD
C01300,2024-07-16,Ligne ROISSYBUS,AUBERVILLIERS
C01323,2024-07-16,Ligne 421,BORDS DE MARNE
C01251,2024-07-16,Ligne 268,SAINT DENIS
C01140,2024-07-16,Ligne 111,CRETEIL-ST MAUR   
C01139,2024-07-16,Ligne 110,CRETEIL-ST MAUR   
C01073,2024-07-16,Ligne 21,MONTROUGE
C01302,2024-07-16,Ligne 355,SAINT DENIS
C01281,2024-07-16,Ligne 318,PARIS EST
C01154,2024-07-16,Ligne 125,VITRY
C01340,2024-07-16,Ligne AS,DEFENSE OUEST
C01080,2024-07-16,Ligne 30,PARIS SUD OUEST
C01331,2024-07-16,Ligne TILLBUS,PARIS EST
C01232,2024-07-16,Ligne 220,BORDS DE MARNE
C01420,2024-07-16,Ligne N12,PARIS EST
C01217,2024-07-16,Ligne 197,MONTROUGE
C01270,2024-07-16,Ligne 297,MONTROUGE
C01098,2024-07-16,Ligne 62,QUAIS DE SEINE
C01239,2024-07-16,Ligne 241,DEFENSE OUEST
C01127,2024-07-16,Ligne 96,PARIS EST
C01307,2024-07-16,Ligne 367,DEFENSE OUEST
C01153,2024-07-16,Ligne 124,BORDS DE MARNE
C01083,2024-07-16,Ligne 38,AUBERVILLIERS
C02251,2024-07-16,Ligne 77,PARIS EST
C01294,2024-07-16,Ligne 341,BELLIARD
C01403,2024-07-16,Ligne N62,SEINE RIVE GAUCHE
C01099,2024-07-16,Ligne 63,QUAIS DE SEINE
C01120,2024-07-16,Ligne 88,MONTROUGE
C01100,2024-07-16,Ligne 64,PARIS EST
C01404,2024-07-16,Ligne N32,CRETEIL-ST MAUR   
C01329,2024-07-16,Ligne CHARONNE,PARIS EST
C01396,2024-07-16,Ligne N42,FLANDRE
C01255,2024-07-16,Ligne 274,RIVES NORD
C01189,2024-07-16,Ligne 167,DEFENSE OUEST
C01187,2024-07-16,Ligne 165,DEFENSE OUEST
C01156,2024-07-16,Ligne 127,BORDS DE MARNE
C01315,2024-07-16,Ligne 389,SEINE RIVE GAUCHE
C01268,2024-07-16,Ligne 294,SEINE RIVE GAUCHE
C01079,2024-07-16,Ligne 29,PARIS EST
C01234,2024-07-16,Ligne 234,PAVILLONS
C01175,2024-07-16,Ligne 151,FLANDRE
C01275,2024-07-16,Ligne 304,DEFENSE OUEST
C01124,2024-07-16,Ligne 93,DEFENSE OUEST
C01266,2024-07-16,Ligne 291,MONTROUGE
C01097,2024-07-16,Ligne 61,FLANDRE
C01710,2024-07-16,Ligne 487,THIAIS
C01349,2024-07-16,Ligne 564,DEFENSE OUEST
C01260,2024-07-16,Ligne 281,CRETEIL-ST MAUR   
C01110,2024-07-16,Ligne 75,FLANDRE
C01347,2024-07-16,Ligne V4,QUAIS DE SEINE
C01092,2024-07-16,Ligne 54,AUBERVILLIERS
C01114,2024-07-16,Ligne 82,PARIS SUD OUEST
C01078,2024-07-16,Ligne 28,MONTROUGE
C01074,2024-07-16,Ligne 22,PARIS SUD OUEST
C01421,2024-07-16,Ligne N122,QUAIS DE SEINE
C01410,2024-07-16,Ligne N71,THIAIS
C01821,2024-07-16,Ligne 486,THIAIS
C01165,2024-07-16,Ligne 139,AUBERVILLIERS
C01142,2024-07-16,Ligne 113,BORDS DE MARNE
C01164,2024-07-16,Ligne 138,SAINT DENIS
C01305,2024-07-16,Ligne 361,SAINT DENIS
C01229,2024-07-16,Ligne 215,PARIS EST
C01169,2024-07-16,Ligne 144,DEFENSE OUEST
C01161,2024-07-16,Ligne 133,FLANDRE
C01394,2024-07-16,Ligne N51,BELLIARD
C01181,2024-07-16,Ligne 158,DEFENSE OUEST
C01095,2024-07-16,Ligne 58,SEINE RIVE GAUCHE
C01397,2024-07-16,Ligne N23,PARIS EST
C01225,2024-07-16,Ligne 211,BORDS DE MARNE
C01342,2024-07-16,Ligne TUB,Pavillons
C01231,2024-07-16,Ligne 217,CRETEIL-ST MAUR   
C01201,2024-07-16,Ligne 180,QUAIS DE SEINE
C01418,2024-07-16,Ligne N14,MONTROUGE
C01264,2024-07-16,Ligne 289,SEINE RIVE GAUCHE
C01155,2024-07-16,Ligne 126,SEINE RIVE GAUCHE
C01279,2024-07-16,Ligne 312,BORDS DE MARNE
C01081,2024-07-16,Ligne 31,AUBERVILLIERS
C01256,2024-07-16,Ligne 275,DEFENSE OUEST
C01090,2024-07-16,Ligne 52,PARIS SUD OUEST
C01215,2024-07-16,Ligne 195,SEINE RIVE GAUCHE
C02538,2024-07-16,Ligne 311,BORDS DE MARNE
C01240,2024-07-16,Ligne 244,DEFENSE OUEST
C01087,2024-07-16,Ligne 46,PARIS EST
C02244,2024-07-16,Ligne 45,AUBERVILLIERS
C01190,2024-07-16,Ligne 169,PARIS SUD OUEST
C01115,2024-07-16,Ligne 83,QUAIS DE SEINE
C01183,2024-07-16,Ligne 160,DEFENSE OUEST
C01274,2024-07-16,Ligne 303,BORDS DE MARNE
C01152,2024-07-16,Ligne 123,SEINE RIVE GAUCHE
C01138,2024-07-16,Ligne 109,CRETEIL-ST MAUR   
C01131,2024-07-16,Ligne 102,PARIS EST
C02314,2024-07-16,Ligne 263,DEFENSE OUEST
C01282,2024-07-16,Ligne 319,MONTROUGE
C01248,2024-07-16,Ligne 258,DEFENSE OUEST
C01808,2024-07-17,Ligne 254,SAINT DENIS
C01310,2024-07-17,Ligne 372,CRETEIL-ST MAUR   
C01403,2024-07-17,Ligne N62,SEINE RIVE GAUCHE
C01313,2024-07-17,Ligne 385,THIAIS
C01139,2024-07-17,Ligne 110,CRETEIL-ST MAUR   
C01488,2024-07-17,Ligne 471,PARIS SUD OUEST
C01099,2024-07-17,Ligne 63,QUAIS DE SEINE
C01137,2024-07-17,Ligne 108,CRETEIL-ST MAUR   
C01356,2024-07-17,Ligne RIVER,RIVES NORD
C01418,2024-07-17,Ligne N14,MONTROUGE
C01369,2024-07-17,Ligne 595,SEINE RIVE GAUCHE
C01073,2024-07-17,Ligne 21,MONTROUGE
C01116,2024-07-17,Ligne 84,MONTROUGE
C01238,2024-07-17,Ligne 239,SAINT DENIS
C01079,2024-07-17,Ligne 29,PARIS EST
C01289,2024-07-17,Ligne 330,FLANDRE
C01240,2024-07-17,Ligne 244,DEFENSE OUEST
C02538,2024-07-17,Ligne 311,BORDS DE MARNE
C01169,2024-07-17,Ligne 144,DEFENSE OUEST
C02246,2024-07-17,Ligne 71,PARIS EST
C01230,2024-07-17,Ligne 216,MONTROUGE
C01680,2024-07-17,Ligne 35,AUBERVILLIERS
C01190,2024-07-17,Ligne 169,PARIS SUD OUEST
C02082,2024-07-17,Ligne 559D,DEFENSE OUEST
C01150,2024-07-17,Ligne 121,PARIS EST
C01270,2024-07-17,Ligne 297,MONTROUGE
C01072,2024-07-17,Ligne 20,PARIS EST
C01710,2024-07-17,Ligne 487,THIAIS
C01115,2024-07-17,Ligne 83,QUAIS DE SEINE
C01132,2024-07-17,Ligne 103,CRETEIL-ST MAUR   
C01253,2024-07-17,Ligne 270,SAINT DENIS
C01265,2024-07-17,Ligne 290,SEINE RIVE GAUCHE
C01235,2024-07-17,Ligne 235,RIVES NORD
C01338,2024-07-17,Ligne EOLIEN,DEFENSE OUEST
C01330,2024-07-17,Ligne BIEVRES,QUAIS DE SEINE
C01261,2024-07-17,Ligne ORLYBUS,QUAIS DE SEINE
C01420,2024-07-17,Ligne N12,PARIS EST
C01148,2024-07-17,Ligne 119,MONTROUGE
C01106,2024-07-17,Ligne 70,PARIS SUD OUEST
C01214,2024-07-17,Ligne 194,SEINE RIVE GAUCHE
C01188,2024-07-17,Ligne 166,RIVES NORD
C01419,2024-07-17,Ligne N13,SEINE RIVE GAUCHE
C01232,2024-07-17,Ligne 220,BORDS DE MARNE
C01215,2024-07-17,Ligne 195,SEINE RIVE GAUCHE
C01404,2024-07-17,Ligne N32,CRETEIL-ST MAUR   
C01241,2024-07-17,Ligne 249,FLANDRE
C01286,2024-07-17,Ligne 322,PARIS EST
C01400,2024-07-17,Ligne N31,VITRY
C01302,2024-07-17,Ligne 355,SAINT DENIS
C01309,2024-07-17,Ligne 370,SAINT DENIS
C01414,2024-07-17,Ligne N02,PARIS SUD OUEST
C01171,2024-07-17,Ligne 146,PAVILLONS
C01085,2024-07-17,Ligne 42,PARIS SUD OUEST
C01311,2024-07-17,Ligne 378,DEFENSE OUEST
C01340,2024-07-17,Ligne AS,DEFENSE OUEST
C01165,2024-07-17,Ligne 139,AUBERVILLIERS
C01084,2024-07-17,Ligne 39,PARIS SUD OUEST
C01089,2024-07-17,Ligne 48,PARIS EST
C01282,2024-07-17,Ligne 319,MONTROUGE
C01202,2024-07-17,Ligne 181,CRETEIL-ST MAUR   
C01402,2024-07-17,Ligne N61,PARIS SUD OUEST
C01257,2024-07-17,Ligne 276,DEFENSE OUEST
C01160,2024-07-17,Ligne 132,VITRY
C02205,2024-07-17,Ligne PC,BELLIARD
C01839,2024-07-17,Ligne PORT,RIVES NORD
C01207,2024-07-17,Ligne 186,VITRY
C01095,2024-07-17,Ligne 58,SEINE RIVE GAUCHE
C01077,2024-07-17,Ligne 27,QUAIS DE SEINE
C01180,2024-07-17,Ligne 157,DEFENSE OUEST
C01154,2024-07-17,Ligne 125,VITRY
C01351,2024-07-17,Ligne 566,DEFENSE OUEST
C01151,2024-07-17,Ligne 122,PARIS EST
C01239,2024-07-17,Ligne 241,DEFENSE OUEST
C01096,2024-07-17,Ligne 60,BELLIARD
C01216,2024-07-17,Ligne 196,MONTROUGE
C02081,2024-07-17,Ligne 559C,DEFENSE OUEST
C01254,2024-07-17,Ligne 272,DEFENSE OUEST
C01359,2024-07-17,Ligne V3,VITRY
C01780,2024-07-17,Ligne THIAIS,ne pas prendre
C01153,2024-07-17,Ligne 124,BORDS DE MARNE
C01155,2024-07-17,Ligne 126,SEINE RIVE GAUCHE
C01350,2024-07-17,Ligne 565,DEFENSE OUEST
C01807,2024-07-17,Ligne N66,SEINE RIVE GAUCHE
C01294,2024-07-17,Ligne 341,BELLIARD
C01140,2024-07-17,Ligne 111,CRETEIL-ST MAUR   
C01408,2024-07-17,Ligne N63,SEINE RIVE GAUCHE
C01416,2024-07-17,Ligne N16,PARIS EST
C01324,2024-07-17,Ligne 467,DEFENSE OUEST
C01322,2024-07-17,Ligne 399,MONTROUGE
C01189,2024-07-17,Ligne 167,DEFENSE OUEST
C01237,2024-07-17,Ligne 238,RIVES NORD
C01119,2024-07-17,Ligne 87,QUAIS DE SEINE
C01242,2024-07-17,Ligne 250,SAINT DENIS
C01481,2024-07-17,Ligne 426,PARIS SUD OUEST
C01114,2024-07-17,Ligne 82,PARIS SUD OUEST
C01352,2024-07-17,Ligne TIM,PARIS SUD OUEST
C01146,2024-07-17,Ligne 117,CRETEIL-ST MAUR   
C02457,2024-07-17,Ligne LBLEUE,DEFENSE OUEST
C01134,2024-07-17,Ligne 105,PAVILLONS
C01211,2024-07-17,Ligne 190,SEINE RIVE GAUCHE
C01227,2024-07-17,Ligne 213,BORDS DE MARNE
C01331,2024-07-17,Ligne TILLBUS,PARIS EST
C01327,2024-07-17,Ligne 488,THIAIS
C01083,2024-07-17,Ligne 38,AUBERVILLIERS
C01127,2024-07-17,Ligne 96,PARIS EST
C01281,2024-07-17,Ligne 318,PARIS EST
C01175,2024-07-17,Ligne 151,FLANDRE
C01166,2024-07-17,Ligne 140,RIVES NORD
C01696,2024-07-17,Ligne 248,FLANDRE
C01217,2024-07-17,Ligne 197,MONTROUGE
C01086,2024-07-17,Ligne 43,BELLIARD
C01081,2024-07-17,Ligne 31,AUBERVILLIERS
C01393,2024-07-17,Ligne N52,RIVES NORD
C02288,2024-07-17,Ligne 193,VITRY
C01224,2024-07-17,Ligne 210,BORDS DE MARNE
C01191,2024-07-17,Ligne 170,AUBERVILLIERS
C01078,2024-07-17,Ligne 28,MONTROUGE
C01210,2024-07-17,Ligne 189,SEINE RIVE GAUCHE
C01361,2024-07-17,Ligne V2,THIAIS
C02008,2024-07-17,Ligne 353,SAINT DENIS
C01407,2024-07-17,Ligne N22,THIAIS
C01205,2024-07-17,Ligne 184,VITRY
C01821,2024-07-17,Ligne 486,THIAIS
C01328,2024-07-17,Ligne 492,THIAIS
C01319,2024-07-17,Ligne 394,SEINE RIVE GAUCHE
C01410,2024-07-17,Ligne N71,THIAIS
C01143,2024-07-17,Ligne 114,BORDS DE MARNE
C01268,2024-07-17,Ligne 294,SEINE RIVE GAUCHE
C01198,2024-07-17,Ligne 177,RIVES NORD
C01196,2024-07-17,Ligne 175,RIVES NORD
C01080,2024-07-17,Ligne 30,PARIS SUD OUEST
C01307,2024-07-17,Ligne 367,DEFENSE OUEST
C01314,2024-07-17,Ligne 388,SEINE RIVE GAUCHE
C01218,2024-07-17,Ligne 199,MONTROUGE
C01103,2024-07-17,Ligne 67,MONTROUGE
C01152,2024-07-17,Ligne 123,SEINE RIVE GAUCHE
C01136,2024-07-17,Ligne 107,CRETEIL-ST MAUR   
C01233,2024-07-17,Ligne 221,BORDS DE MARNE
C01126,2024-07-17,Ligne 95,AUBERVILLIERS
C01274,2024-07-17,Ligne 303,BORDS DE MARNE
C01332,2024-07-17,Ligne BATIGNO,BELLIARD
C01221,2024-07-17,Ligne 206,BORDS DE MARNE
C01107,2024-07-17,Ligne 72,PARIS SUD OUEST
C01809,2024-07-17,Ligne 380,VITRY
C02244,2024-07-17,Ligne 45,AUBERVILLIERS
C01157,2024-07-17,Ligne 128,MONTROUGE   
C01272,2024-07-17,Ligne 301,PARIS EST
C01260,2024-07-17,Ligne 281,CRETEIL-ST MAUR   
C01405,2024-07-17,Ligne N45,PAVILLONS
C01174,2024-07-17,Ligne 150,FLANDRE
C01164,2024-07-17,Ligne 138,SAINT DENIS
C01409,2024-07-17,Ligne N53,DEFENSE OUEST
C01186,2024-07-17,Ligne 164,DEFENSE OUEST
C01206,2024-07-17,Ligne 185,THIAIS
C01183,2024-07-17,Ligne 160,DEFENSE OUEST
C01318,2024-07-17,Ligne 393,CRETEIL-ST MAUR   
C01170,2024-07-17,Ligne 145,PAVILLONS
C01354,2024-07-17,Ligne TUC,RIVES NORD
C01192,2024-07-17,Ligne 171,PARIS SUD OUEST
C01226,2024-07-17,Ligne 212,BORDS DE MARNE
C01141,2024-07-17,Ligne 112,CRETEIL-ST MAUR   
C01695,2024-07-17,Ligne 247,PAVILLONS
C01193,2024-07-17,Ligne 172,VITRY
C01231,2024-07-17,Ligne 217,CRETEIL-ST MAUR   
C01367,2024-07-17,Ligne V6,QUAIS DE SEINE
C01225,2024-07-17,Ligne 211,BORDS DE MARNE
C01109,2024-07-17,Ligne 74,RIVES NORD
C01421,2024-07-17,Ligne N122,QUAIS DE SEINE
C01353,2024-07-17,Ligne SUBB,PARIS SUD OUEST
C01247,2024-07-17,Ligne 256,SAINT DENIS
C01305,2024-07-17,Ligne 361,SAINT DENIS
C02027,2024-07-17,Ligne 260,PARIS SUD OUEST
C01333,2024-07-17,Ligne NEY-FLA,BELLIARD
C01485,2024-07-17,Ligne 459,PARIS SUD OUEST
C01236,2024-07-17,Ligne 237,RIVES NORD
C01299,2024-07-17,Ligne 351,PAVILLONS
C01228,2024-07-17,Ligne 214,BORDS DE MARNE
C01124,2024-07-17,Ligne 93,DEFENSE OUEST
C01076,2024-07-17,Ligne 26,BELLIARD
C01349,2024-07-17,Ligne 564,DEFENSE OUEST
C01117,2024-07-17,Ligne 85,RIVES NORD
C01252,2024-07-17,Ligne 269,SAINT DENIS
C01220,2024-07-17,Ligne 203,BORDS DE MARNE
C01158,2024-07-17,Ligne 129,PARIS EST
C01120,2024-07-17,Ligne 88,MONTROUGE
C01147,2024-07-17,Ligne 118,BORDS DE MARNE
C01335,2024-07-17,Ligne NAVETTE,PARIS EST
C01195,2024-07-17,Ligne 174,RIVES NORD
C01234,2024-07-17,Ligne 234,PAVILLONS
C01365,2024-07-17,Ligne TUVIM,SEINE RIVE GAUCHE
C01104,2024-07-17,Ligne 68,SEINE RIVE GAUCHE
C01347,2024-07-17,Ligne V4,QUAIS DE SEINE
C01168,2024-07-17,Ligne 143,PAVILLONS
C01110,2024-07-17,Ligne 75,FLANDRE
C01187,2024-07-17,Ligne 165,DEFENSE OUEST
C01142,2024-07-17,Ligne 113,BORDS DE MARNE
C01303,2024-07-17,Ligne 356,SAINT DENIS
C01209,2024-07-17,Ligne 188,MONTROUGE
C01185,2024-07-17,Ligne 163,DEFENSE OUEST
C01203,2024-07-17,Ligne 182,VITRY
C01285,2024-07-17,Ligne 321,BORDS DE MARNE
C01130,2024-07-17,Ligne 101,CRETEIL-ST MAUR   
C02459,2024-07-17,Ligne 382,THIAIS
C01300,2024-07-17,Ligne ROISSYBUS,AUBERVILLIERS
C01199,2024-07-17,Ligne 178,RIVES NORD
C01321,2024-07-17,Ligne 396,THIAIS
C01125,2024-07-17,Ligne 94,MONTROUGE
C01756,2024-07-17,Ligne 337,SAINT DENIS
C01818,2024-07-17,Ligne 208B,CRETEIL-ST MAUR   
C01074,2024-07-17,Ligne 22,PARIS SUD OUEST
C01182,2024-07-17,Ligne 159,DEFENSE OUEST
C01108,2024-07-17,Ligne 73,DEFENSE OUEST
C01087,2024-07-17,Ligne 46,PARIS EST
C01819,2024-07-17,Ligne 208S,CRETEIL-ST MAUR   
C01287,2024-07-17,Ligne 323,SEINE RIVE GAUCHE
C01292,2024-07-17,Ligne 340,RIVES NORD
C01131,2024-07-17,Ligne 102,PARIS EST
C02245,2024-07-17,Ligne 59,MONTROUGE
C01094,2024-07-17,Ligne 57,QUAIS DE SEINE
C02243,2024-07-17,Ligne 25,CRETEIL-ST MAUR   
C01245,2024-07-17,Ligne 253,SAINT DENIS
C01341,2024-07-17,Ligne 545,PARIS EST
C01275,2024-07-17,Ligne 304,DEFENSE OUEST
C01329,2024-07-17,Ligne CHARONNE,PARIS EST
C01213,2024-07-17,Ligne 192,THIAIS
C01256,2024-07-17,Ligne 275,DEFENSE OUEST
C01197,2024-07-17,Ligne 176,DEFENSE OUEST
C01088,2024-07-17,Ligne 47,VITRY
C01111,2024-07-17,Ligne 76,PARIS EST
C01222,2024-07-17,Ligne 207,BORDS DE MARNE
C01082,2024-07-17,Ligne 32,BELLIARD
C01417,2024-07-17,Ligne N15,QUAIS DE SEINE
C01102,2024-07-17,Ligne 66,RIVES NORD
C01204,2024-07-17,Ligne 183,THIAIS
C01411,2024-07-17,Ligne N41,PAVILLONS
C01194,2024-07-17,Ligne 173,FLANDRE
C01412,2024-07-17,Ligne N35,CRETEIL-ST MAUR   
C01097,2024-07-17,Ligne 61,FLANDRE
C01138,2024-07-17,Ligne 109,CRETEIL-ST MAUR   
C01149,2024-07-17,Ligne 120,BORDS DE MARNE
C01413,2024-07-17,Ligne N01,PARIS EST
C01184,2024-07-17,Ligne 162,SEINE RIVE GAUCHE
C01392,2024-07-17,Ligne N24,DEFENSE OUEST
C01415,2024-07-17,Ligne N11,DEFENSE OUEST
C01105,2024-07-17,Ligne 69,PARIS EST
C02007,2024-07-17,Ligne 168,SAINT DENIS
C01181,2024-07-17,Ligne 158,DEFENSE OUEST
C01334,2024-07-17,Ligne 520,BORDS DE MARNE
C01100,2024-07-17,Ligne 64,PARIS EST
C01360,2024-07-17,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01362,2024-07-17,Ligne V5,QUAIS DE SEINE
C01092,2024-07-17,Ligne 54,AUBERVILLIERS
C01156,2024-07-17,Ligne 127,BORDS DE MARNE
C01244,2024-07-17,Ligne 252,AUBERVILLIERS
C01123,2024-07-17,Ligne 92,MONTROUGE
C01172,2024-07-17,Ligne 147,PAVILLONS
C01135,2024-07-17,Ligne 106,CRETEIL-ST MAUR   
C01363,2024-07-17,Ligne V7,THIAIS
C01208,2024-07-17,Ligne 187,THIAIS
C01406,2024-07-17,Ligne N43,AUBERVILLIERS
C01133,2024-07-17,Ligne 104,CRETEIL-ST MAUR   
C01201,2024-07-17,Ligne 180,QUAIS DE SEINE
C01267,2024-07-17,Ligne 292,THIAIS
C01177,2024-07-17,Ligne 153,SAINT DENIS
C02494,2024-07-17,Ligne BUSM14,ne pas prendre
C01316,2024-07-17,Ligne 390,SEINE RIVE GAUCHE
C01093,2024-07-17,Ligne 56,PARIS EST
C01395,2024-07-17,Ligne N44,SAINT DENIS
C01255,2024-07-17,Ligne 274,RIVES NORD
C01304,2024-07-17,Ligne 360,DEFENSE OUEST
C01397,2024-07-17,Ligne N23,PARIS EST
C01173,2024-07-17,Ligne 148,PAVILLONS
C01176,2024-07-17,Ligne 152,FLANDRE
C01401,2024-07-17,Ligne N21,MONTROUGE
C01071,2024-07-17,Ligne TVM,THIAIS
C01298,2024-07-17,Ligne 350,FLANDRE
C01278,2024-07-17,Ligne 310,BORDS DE MARNE
C01118,2024-07-17,Ligne 86,PARIS EST
C01122,2024-07-17,Ligne 91,QUAIS DE SEINE
C01098,2024-07-17,Ligne 62,QUAIS DE SEINE
C01276,2024-07-17,Ligne 306,CRETEIL-ST MAUR   
C02000,2024-07-17,Ligne 259,DEFENSE OUEST
C01399,2024-07-17,Ligne N33,CRETEIL-ST MAUR   
C01250,2024-07-17,Ligne 262,DEFENSE OUEST
C01342,2024-07-17,Ligne TUB,Pavillons
C01161,2024-07-17,Ligne 133,FLANDRE
C01090,2024-07-17,Ligne 52,PARIS SUD OUEST
C01279,2024-07-17,Ligne 312,BORDS DE MARNE
C02254,2024-07-17,Ligne 40,BELLIARD
C01075,2024-07-17,Ligne 24,CRETEIL-ST MAUR   
C01320,2024-07-17,Ligne 395,MONTROUGE
C01167,2024-07-17,Ligne 141,DEFENSE OUEST
C01144,2024-07-17,Ligne 115,PARIS EST
C01295,2024-07-17,Ligne 346,PAVILLONS
C01264,2024-07-17,Ligne 289,SEINE RIVE GAUCHE
C01243,2024-07-17,Ligne 251,PAVILLONS
C01262,2024-07-17,Ligne 285,THIAIS
C02251,2024-07-17,Ligne 77,PARIS EST
C01223,2024-07-17,Ligne 208A,CRETEIL-ST MAUR   
C01277,2024-07-17,Ligne 308,CRETEIL-ST MAUR   
C01219,2024-07-17,Ligne 201,CRETEIL-ST MAUR   
C01258,2024-07-17,Ligne 278,DEFENSE OUEST
C01345,2024-07-17,Ligne 559A,DEFENSE OUEST
C01263,2024-07-17,Ligne 286,THIAIS
C01200,2024-07-17,Ligne 179,SEINE RIVE GAUCHE
C01323,2024-07-17,Ligne 421,BORDS DE MARNE
C01315,2024-07-17,Ligne 389,SEINE RIVE GAUCHE
C01326,2024-07-17,Ligne 485,THIAIS
C02314,2024-07-17,Ligne 263,DEFENSE OUEST
C01229,2024-07-17,Ligne 215,PARIS EST
C01280,2024-07-17,Ligne 317,CRETEIL-ST MAUR   
C01271,2024-07-17,Ligne 299,MONTROUGE 
C01249,2024-07-17,Ligne 261,SAINT DENIS
C01396,2024-07-17,Ligne N42,FLANDRE
C01121,2024-07-17,Ligne 89,SEINE RIVE GAUCHE
C02080,2024-07-17,Ligne 559B,DEFENSE OUEST
C01283,2024-07-17,Ligne 320,BORDS DE MARNE
C02437,2024-07-17,Ligne 209,BORDS DE MARNE
C01337,2024-07-17,Ligne AUDONIE,RIVES NORD
C01212,2024-07-17,Ligne 191,SEINE RIVE GAUCHE
C01266,2024-07-17,Ligne 291,MONTROUGE
C01246,2024-07-17,Ligne 255,SAINT DENIS
C01159,2024-07-17,Ligne 131,VITRY
C01398,2024-07-17,Ligne N34,BORDS DE MARNE
C01145,2024-07-17,Ligne 116,BORDS DE MARNE
C01251,2024-07-17,Ligne 268,SAINT DENIS
C01248,2024-07-17,Ligne 258,DEFENSE OUEST
C01112,2024-07-17,Ligne 80,BELLIARD
